method,n_seeds,cv_mean_avg,cv_mean_std,cv_mean_best,cv_mean_worst,time_avg_sec,time_std_sec
baseline,5,0.9543385087552491,0.003525283119978607,0.957689056604656,0.9481801961170188,0.9752020359039306,0.06891965948276345
random_search,5,0.9591060011791666,0.001157031097035236,0.9600744978915978,0.957689056604656,197.063560962677,22.58467869891714
tpe,5,0.9605573579822784,0.0009078412885112295,0.9623720088097982,0.9600744978915978,131.11640906333923,32.92504761312585
