method,n_seeds,cv_mean_avg,cv_mean_std,cv_mean_best,cv_mean_worst,time_avg_sec,time_std_sec
baseline,5,0.9860717514937463,0.004169775355033184,0.9926570048309179,0.9795002269682577,0.754369592666626,0.1327204217136321
random_search,5,0.9913896731288036,0.0025346634042286986,0.9926570048309179,0.9863203463203462,122.61777763366699,11.708932281032167
tpe,5,0.9913896731288036,0.0025346634042286986,0.9926570048309179,0.9863203463203462,81.47015538215638,16.233047120381215
